repo,commit,tool,rule_id,severity,file,line,masked_value,fingerprint,verdict,reason
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/kubectl/pkg/cmd/config/view_test.go,171,REDACTED,staging/src/k8s.io/kubectl/pkg/cmd/config/view_test.go:generic-api-key:171,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,staging/src/k8s.io/kubectl/pkg/cmd/config/view_test.go,178,REDACTED,staging/src/k8s.io/kubectl/pkg/cmd/config/view_test.go:generic-api-key:178,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/kubectl/pkg/cmd/create/create_secret_tls_test.go,43,REDACTED,staging/src/k8s.io/kubectl/pkg/cmd/create/create_secret_tls_test.go:private-key:43,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/kubectl/pkg/cmd/create/create_secret_tls_test.go,54,REDACTED,staging/src/k8s.io/kubectl/pkg/cmd/create/create_secret_tls_test.go:private-key:54,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/streaming/pkg/httpstream/spdy/roundtripper_test.go,988,REDACTED,staging/src/k8s.io/streaming/pkg/httpstream/spdy/roundtripper_test.go:private-key:988,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,staging/src/k8s.io/streaming/pkg/httpstream/spdy/roundtripper_test.go,1040,REDACTED,staging/src/k8s.io/streaming/pkg/httpstream/spdy/roundtripper_test.go:private-key:1040,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,test/cmd/authorization.sh,32,REDACTED,test/cmd/authorization.sh:curl-auth-header:32,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/cmd/core.sh,862,REDACTED,test/cmd/core.sh:generic-api-key:862,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,curl-auth-header,,test/cmd/discovery.sh,298,REDACTED,test/cmd/discovery.sh:curl-auth-header:298,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/cmd/kubeconfig.sh,122,REDACTED,test/cmd/kubeconfig.sh:private-key:122,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/declarative_validation/scheduling/compositepodgroup/declarative_validation_test.go,368,REDACTED,test/declarative_validation/scheduling/compositepodgroup/declarative_validation_test.go:generic-api-key:368,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/declarative_validation/scheduling/podgroup/declarative_validation_test.go,619,REDACTED,test/declarative_validation/scheduling/podgroup/declarative_validation_test.go:generic-api-key:619,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/e2e/auth/projected_clustertrustbundle.go,57,REDACTED,test/e2e/auth/projected_clustertrustbundle.go:generic-api-key:57,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/e2e/framework/registry/registry.go,45,REDACTED,test/e2e/framework/registry/registry.go:generic-api-key:45,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/e2e_node/image_credential_pulls.go,111,REDACTED,test/e2e_node/image_credential_pulls.go:generic-api-key:111,FP,long identifier or type name
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/e2e_node/services/apiserver.go,40,REDACTED,test/e2e_node/services/apiserver.go:private-key:40,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/e2e_node_windows/README.md,30,REDACTED,test/e2e_node_windows/README.md:generic-api-key:30,FP,documentation example
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/e2e_node_windows/services/apiserver.go,43,REDACTED,test/e2e_node_windows/services/apiserver.go:private-key:43,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/fixtures/doc-yaml/admin/high-availability/kube-apiserver.yaml,9,REDACTED,test/fixtures/doc-yaml/admin/high-availability/kube-apiserver.yaml:generic-api-key:9,FP,path or resource identifier
kubernetes,b2ec8b6fefac,gitleaks,kubernetes-secret-yaml,,test/fixtures/doc-yaml/user-guide/secrets/secret.yaml,2,REDACTED,test/fixtures/doc-yaml/user-guide/secrets/secret.yaml:kubernetes-secret-yaml:2,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/images/agnhost/porter/localhost.key,1,REDACTED,test/images/agnhost/porter/localhost.key:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/apiserver/admissionwebhook/admission_test.go,1790,REDACTED,test/integration/apiserver/admissionwebhook/admission_test.go:private-key:1790,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/apiserver/certreload/certreload_test.go,331,REDACTED,test/integration/apiserver/certreload/certreload_test.go:private-key:331,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/apiserver/certreload/certreload_test.go,380,REDACTED,test/integration/apiserver/certreload/certreload_test.go:private-key:380,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/auth/svcaccttoken_test.go,70,REDACTED,test/integration/auth/svcaccttoken_test.go:private-key:70,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/auth/testdata/sloppy-san-client-key.pem,1,REDACTED,test/integration/auth/testdata/sloppy-san-client-key.pem:private-key:1,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/all_transformation_test.go,95,REDACTED,test/integration/controlplane/transformation/all_transformation_test.go:generic-api-key:95,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/cr_transformation_test.go,62,REDACTED,test/integration/controlplane/transformation/cr_transformation_test.go:generic-api-key:62,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/cr_transformation_test.go,75,REDACTED,test/integration/controlplane/transformation/cr_transformation_test.go:generic-api-key:75,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/secrets_transformation_test.go,68,REDACTED,test/integration/controlplane/transformation/secrets_transformation_test.go:generic-api-key:68,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/secrets_transformation_test.go,81,REDACTED,test/integration/controlplane/transformation/secrets_transformation_test.go:generic-api-key:81,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/transformation_test.go,61,REDACTED,test/integration/controlplane/transformation/transformation_test.go:generic-api-key:61,FP,uuid
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/transformation_test.go,72,REDACTED,test/integration/controlplane/transformation/transformation_test.go:generic-api-key:72,TP,symmetric key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/controlplane/transformation/transformation_test.go,73,REDACTED,test/integration/controlplane/transformation/transformation_test.go:generic-api-key:73,FP,"encoded data, not a credential"
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/etcd/data.go,162,REDACTED,test/integration/etcd/data.go:generic-api-key:162,FP,"encoded data, not a credential"
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/etcd/server.go,64,REDACTED,test/integration/etcd/server.go:private-key:64,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/integration/framework/test_server.go,60,REDACTED,test/integration/framework/test_server.go:private-key:60,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/storageversionmigrator/util.go,78,REDACTED,test/integration/storageversionmigrator/util.go:generic-api-key:78,FP,uuid
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/storageversionmigrator/util.go,123,REDACTED,test/integration/storageversionmigrator/util.go:generic-api-key:123,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/storageversionmigrator/util.go,135,REDACTED,test/integration/storageversionmigrator/util.go:generic-api-key:135,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,generic-api-key,,test/integration/storageversionmigrator/util.go,139,REDACTED,test/integration/storageversionmigrator/util.go:generic-api-key:139,FP,literal placeholder
kubernetes,b2ec8b6fefac,gitleaks,private-key,,test/utils/admission_webhook.go,112,REDACTED,test/utils/admission_webhook.go:private-key:112,TP,private key material (test fixture)
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.14.md,1698,kube********************4cc9,CHANGELOG/CHANGELOG-1.14.md:generic-high-entropy:5788dfb9a04c7c32,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.34.md,1558,IsDN********************core,CHANGELOG/CHANGELOG-1.34.md:generic-high-entropy:101a7981f374413a,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.36.md,980,KUBE********************alse,CHANGELOG/CHANGELOG-1.36.md:generic-high-entropy:3efe0150c1d83d5e,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.5.md,280,--ru********************true,CHANGELOG/CHANGELOG-1.5.md:generic-high-entropy:09a52dec7493db23,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.5.md,736,poli********************dget,CHANGELOG/CHANGELOG-1.5.md:generic-high-entropy:86268155905b6a1e,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.5.md,736,poli********************dget,CHANGELOG/CHANGELOG-1.5.md:generic-high-entropy:e81181bb49291ed9,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.5.md,736,poli********************dget,CHANGELOG/CHANGELOG-1.5.md:generic-high-entropy:86268155905b6a1e,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.6.md,1934,Cent********************1604,CHANGELOG/CHANGELOG-1.6.md:generic-high-entropy:edbd093f5448d714,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.6.md,2577,Cent********************1604,CHANGELOG/CHANGELOG-1.6.md:generic-high-entropy:edbd093f5448d714,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.7.md,2753,alph********************true,CHANGELOG/CHANGELOG-1.7.md:generic-high-entropy:4b1e181e229e2b20,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,CHANGELOG/CHANGELOG-1.8.md,2992,alph********************true,CHANGELOG/CHANGELOG-1.8.md:generic-high-entropy:4b1e181e229e2b20,FP,documentation example
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__apps__v1_openapi.json,14405,watc********************List,api/openapi-spec/v3/apis__apps__v1_openapi.json:generic-high-entropy:793e55a06cb2baea,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__authorization.k8s.io__v1_openapi.json,965,crea********************view,api/openapi-spec/v3/apis__authorization.k8s.io__v1_openapi.json:generic-high-entropy:3ef3cc4fb12b03cd,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json,2245,watc********************aces,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json:generic-high-entropy:62951e8f61b1baa4,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json,2415,watc********************List,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json:generic-high-entropy:02f2c3f435ec6dbc,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json,2595,watc********************aler,api/openapi-spec/v3/apis__autoscaling__v1_openapi.json:generic-high-entropy:19545ce61403f73d,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json,2940,watc********************aces,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json:generic-high-entropy:4853db859c9f6372,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json,3110,watc********************List,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json:generic-high-entropy:101f04eb3d0d688f,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json,3290,watc********************aler,api/openapi-spec/v3/apis__autoscaling__v2_openapi.json:generic-high-entropy:479b641e6fb6d787,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__batch__v1_openapi.json,8319,watc********************aces,api/openapi-spec/v3/apis__batch__v1_openapi.json:generic-high-entropy:e335b53602a86600,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__coordination.k8s.io__v1alpha2_openapi.json,721,getC********************rces,api/openapi-spec/v3/apis__coordination.k8s.io__v1alpha2_openapi.json:generic-high-entropy:2f1433ed0df92450,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json,2017,watc********************aces,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json:generic-high-entropy:a6a561c73f9a0eec,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json,2187,watc********************List,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json:generic-high-entropy:c2af2981a24d6da9,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json,2367,watc********************lice,api/openapi-spec/v3/apis__discovery.k8s.io__v1_openapi.json:generic-high-entropy:336350380f20602f,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__flowcontrol.apiserver.k8s.io__v1_openapi.json,3469,read********************atus,api/openapi-spec/v3/apis__flowcontrol.apiserver.k8s.io__v1_openapi.json:generic-high-entropy:725f159803e6212c,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__flowcontrol.apiserver.k8s.io__v1_openapi.json,3533,patc********************atus,api/openapi-spec/v3/apis__flowcontrol.apiserver.k8s.io__v1_openapi.json:generic-high-entropy:ff67681a98b73979,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,1171,list********************aces,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:bb25ddc6646cb0d1,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,2129,read********************uest,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:e08e01932800c392,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,2448,read********************atus,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:c5deaf273c4972f0,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,4023,watc********************aces,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:e9fa2be4735cadef,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,4193,watc********************aces,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:0cd77dc383e60850,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,4363,watc********************List,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:63003e9843f4aeac,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json,4543,watc********************uest,api/openapi-spec/v3/apis__lifecycle.k8s.io__v1alpha1_openapi.json:generic-high-entropy:5fdf599793d337a4,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,3470,patc******************ress,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:d8d34f5668d169db,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,6750,patc********************CIDR,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:c93adbc5a0772d94,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,6995,read********************atus,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:b5c6450d1b2bebd2,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,7059,patc********************atus,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:835f61a5bb364ffe,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,7195,repl********************atus,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:4c8c39c51262372a,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,7654,watc********************aces,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:7ffd43a4e2c09d78,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,8544,watc********************List,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:cf7e41fe37bf3e99,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,8914,watc********************aces,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:46abe18e7cf08b08,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json,9084,watc********************List,api/openapi-spec/v3/apis__networking.k8s.io__v1_openapi.json:generic-high-entropy:19c1d7e5ed91ae8e,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,1605,patc********************dget,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:36c8cccc0cc30cfa,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,1924,patc********************atus,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:c06821f4ff871902,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,2060,repl********************atus,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:878274c6f366a991,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,2169,list********************aces,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:eb3fd67cd39e3546,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,2339,watc********************List,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:403d0cd324cc4c7b,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,2519,watc********************dget,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:3826c62f822da6c2,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__policy__v1_openapi.json,2709,watc********************aces,api/openapi-spec/v3/apis__policy__v1_openapi.json:generic-high-entropy:851c3f1ac52ff4f0,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,1812,patc********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:49db380668c62d6a,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,1948,repl********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:27d4d5373326328c,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,3154,list********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:0dee98105ef997ef,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,3334,crea********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:7e2176bebb83d772,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,3592,read********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:6107014a5935f19e,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,3666,patc********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:9f35e063979c0ff8,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,3802,repl********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:a2c87e1d1c0b58f9,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,4848,list********************aces,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:119289ff74a05241,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,5188,watc********************List,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:2c67630fe3750fab,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,5358,watc********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:c0aadde443107ebd,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,5888,watc********************List,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:9c2668e7bad70994,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,6068,watc********************ding,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:872d96d6124d459f,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,6258,watc********************List,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:8e32a871b6be67f3,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,6628,watc********************aces,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:3122dedb100c050b,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json,6798,watc********************aces,api/openapi-spec/v3/apis__rbac.authorization.k8s.io__v1_openapi.json:generic-high-entropy:004d68796ffbe4d1,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json,1564,getS********************rces,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json:generic-high-entropy:7b71fdedf377df51,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json,1603,list********************aces,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json:generic-high-entropy:c1686b6f9b21d229,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json,1953,list********************roup,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json:generic-high-entropy:b54d1c61a50c06c8,FP,long identifier or type name
kubernetes,b2ec8b6fefac,secretloop,generic-high-entropy,medium,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json,2133,crea********************roup,api/openapi-spec/v3/apis__scheduling.k8s.io__v1alpha3_openapi.json:generic-high-entropy:279934c40a4f7854,FP,long identifier or type name
